mag_mean,mag_median,mag_std,mag_max,mag_min,magerr_mean,magerr_std,amplitude,duration,count
20.0815,20.0815,,20.0815,20.0815,0.3149722999487629,,0.0,0.0,1
18.04292782608696,18.0248,0.16026582881445245,18.7008,17.6595,0.11394393343813225,0.007926312493543797,1.0412999999999997,2064.280359791599,115
18.84277142857143,18.2729,1.0222865575337898,20.3301,17.9225,0.1763997947269384,0.0902425329919065,2.407600000000002,38.830493611203565,7
17.210760303030305,17.244,0.2548840486719101,17.5088,14.6697,0.08964061204425945,0.012833345671241538,2.8391,2908.028677476599,330
16.01031524390244,16.43035,0.9208593455367253,17.5542,13.944,0.0705080070761764,0.014757711330518695,3.6102000000000007,2908.028677476599,328
18.901882467532467,18.9132,0.7530124858249369,20.6533,17.1417,0.1771615113490029,0.069274916219663,3.5116000000000014,2848.0581114003,154
17.862368328445747,17.8725,0.29542083391597435,19.5737,16.4375,0.1103563488549428,0.030047585315025247,3.1361999999999988,2991.8937933449997,341
18.62892606635071,18.4041,0.8221088344896176,21.0391,17.0727,0.18140032719174434,0.08382572562147404,3.9664,2931.9957420835126,211
19.37709375,19.293950000000002,0.5728657301107833,20.6551,18.3466,0.2414314277831315,0.08361871121514118,2.308500000000002,2538.9419019562993,112
19.848166666666668,19.6876,1.1167412606926168,21.0365,18.8204,0.3090610201284059,0.17396669922333244,2.216100000000001,2240.931405589894,3
19.40065,18.917450000000002,1.091624270787081,21.0796,18.3834,0.25175403235195426,0.1589531311555484,2.6961999999999975,2191.9397621870958,8
12.481094117647059,12.46095,0.0944998726720341,12.6841,12.324000000000002,0.05092895499494499,0.0003113674052293294,0.3600999999999992,774.8865411919978,68
19.853034666666666,19.8167,0.6178610651343948,21.2488,18.3402,0.27524291082792646,0.09347311897590875,2.9086,2946.887478703691,75
19.20736666666667,19.2265,0.11279041921487182,19.3494,19.0304,0.2489277115565256,0.14106202368102858,0.31899999999999906,1179.832089826501,6
19.007822571428573,19.02255,0.43702323114532954,20.3148,16.5281,0.17895693839084295,0.04984295969481569,3.7867000000000033,2994.9198850695975,350
